Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
304736,B000HQPGF6,A3HCHJAXRN8OXA,Jennifer Moreno,1,1,5,1235001600,The Best Italian Seasoning,"This seasoning blend used to be carried in our local store, and then suddenly we couldn't find it ANYWHERE.  I'm so happy to be able to order it!  It's so much more than your regular, grocery-store mix of oregano, parsley, and other greenery.<br /><br />We use it in so many things.  Of course, it's great in our Italian dishes.  It's also livened up things such as sausage balls, spinach dip (SO GOOD), and even just oven-baked chicken.  I never thought I'd order spices online, and I never thought I'd be so happy to see a package arrive.  :)"
504924,B001FWXMHA,A36K8DLXYRUMBR,Amber M. Anderson,3,3,5,1322956800,Great price and variety!  Do multiple rinses though...,"I haven't yet tried the morels which are of course the gems of the litter, but of the three other varieties I've tried, these are great!  An ounce is quite a lot actually...I'm going to get 2-3 uses out of each bag.<br /><br />I've never rehydrated mushrooms before but it's pretty easy and has some great benefits.  While the texture isn't the same as cooking with fresh mushrooms it lets you have all these varieties any time of the year and the ""liquor"" that you get from the water they rehydrate in is flavorful and great for using in sauces (sometimes the same recipe as the mushrooms).<br /><br />One caveat though - I had looked up instructions online and then compared them with the labels.  I followed the instructions on the labels at first but found one important thing that the internet had suggested - you really do need to carefully wash these and strain the liquor if you're going to use it.  That's because there IS sand and grit on a few of the mushrooms.  (Overall they seem fairly clean, but I bit into a few grains of sand the first few times I used them because of skipping this step)<br /><br />Anyway, this is a FANTASTIC price and a great way to try these varieties if you never have since most aren't available in a lot of grocery stores.  My palate is inexperienced in most of these varieties but they seem good to me...nice big mushrooms that rehydrate well and are full of flavor.<br /><br />Finally, I did separately order a variety of other products from Earthy direct from their website.  They have a lot of stuff there (sauces, spices, gourmet treats) and their other products are fantastic thus far as well.  Watch prices though...although it's nice to get all your little treats in one place, some items really are cheaper here on Amazon.<br /><br />Customer service from Earthy is great as well...I would assume they'd treat Amazon orders as well as they treat their direct traffic.  I had an issue (my fault) with an order from their website and they were incredibly helpful fixing it."
431899,B001EO6622,A2O0GTDI0GR5BY,paxaw,0,0,4,1328227200,Smooth,"I really like the smoothness of this coffee- not acidic or bitter. It is neither dark nor light...a nice ""non-offensive"" middle of the road coffee to have on hand. I did get grounds in my coffee one time this week, but I am fairly new to Keurig and don't know if this is the occassional thing that I can expect, or if this was an isolated incident. Will keep my eyes open for it, but overall happy with this purchase. I plan on reordering."
324295,B000SAVWR2,A2APBHKZCMD6DO,X,1,9,1,1157587200,Blah,"Good aroma, good mouth feel, but the taste...flavorless.  Like a crunchy lump of flour.  Might help if they put some ginger in it."
476651,B000LLHRU4,A2K6WT0T6RF6XF,Charles,3,7,1,1322352000,"Bumble Bee Whole Baby Clams, 10-Ounce Cans {pack 12}","This is the WORST TASTING Baby whole clams I have ever had!! Being a Bumble Bee Brand, I thought there is no way I could go wrong.. I love their tuna. I make clam chowder once or twice a month {cold weather} for family or friends.<br /><br />We had company coming that night. Thank goodness I tried it before they arrived. I ended up throwing it out!!<br />I e-mailed Amazon and told them the problem and wanted a credit to my account..Less than 30 minutes I received a e-mail from Amazon.<br /><br />Was informed that a credit would be giving. Will show on my account in two or three days, which it did. Told not to send the two cases back. Get rid of it anyway I wanted.. Our cats would not eat it, not the dog!!  I took it to the dump!!<br /><br />I could not believe the speed in how Amazon handled this problem!! I have NEVER dealt with a company that moved this fast!!!! I made a mistake ordering a dvd. E-mailed Amazon and it was taken care of with in a half-hour!!!<br /><br />I have NEVER received a dented can , nor crush package.. Also the boxes they send the items in , have saved me money from buying from the post office!!<br /><br />Needless to say I`m Very Happy dealing with Amazon!!"
442726,B001EO5NV2,A3FN8Y1PE2ZRRO,KS,6,9,1,1182988800,Don't buy this! Too coarse,Made the mistake of ordering this product. This coffee is WAY too coarse to use. The result is that the coffee tastes weak and bland. You have to use a TON of coffee to get any taste whatsoever and even then it doesn't taste very good. Now I'm stuck with 4 cans. I may try running the grounds through a coffee grinder to see if I can get a finer grind. Very disappointed.<br /><br />May try the black can (espresso grind) in the future as that one has excellent reviews.
5118,B003QM6ZDU,AU9TCXW199NP8,clipship,2,2,5,1278460800,So good it could be a beverage!,I brought some of this back from a trip to Jamaica and wished I had bought it by the gallon.  It is very hard to find but WELL worth ordering in bulk!  It is a sweet but spicy sauce that takes me back to Jamaica with every taste.  I have attempted to duplicate it many times but can't seem to get it right.  I am ecstatic to finally have found a source.
120379,B005K4Q37A,AAYRB1RE3A1QL,"Misty :-) ""Misty""",0,0,5,1350086400,Love love love it,I love cappuccino from the gas station. It is sweet and a good pick me up. This tastes just like that! I love love love it. French vanilla and caramel yum yum yummy too. I highly recommend this item for those who love the sweet gas station cappuccinos. I like it sweet and creamy and that is what this is.
495279,B0083QJU5O,AOHRHPJP38LLT,"S. Samoranos ""Inspired cook""",2,2,5,1265932800,Great tasting maple syrup,"I've decided to order this online due to uncomparable high price of maple syrup in local stores.  I'm glad that I did, besides saving money, it also tasted better.  Happy with this purchase."
221000,B000I612BM,A2CAHAO8FYAF8H,Silversage,1,6,1,1319414400,Cherries or Gooseberries,I ordered dark cherries and I received gooseberries. Someone was not paying attention. My order conformation showed the cherries that I ordered.
54520,B001TLY7A8,A2DNL3L6YFHH3V,"An engineer ""Yoshi""",17,28,1,1278288000,Total rip off,"I'm surprised no one has noted how much water is in the package and how little fat (only 1.4%).  This Weruva flavor, for example, has 85% water (only 15% dry ingredients).  Here is what the FDA says on its web site:<br /><br />""It is especially important to look at the moisture guarantee for canned foods, even when comparing a canned food with another canned. Under AAFCO regulations, the maximum percentage moisture content for a pet food is 78%, except for products labeled as a ""stew,"" ""in sauce,"" ""in gravy,"" or similar terms. The extra water gives the product the qualities needed to have the appropriate texture and fluidity. Some of these exempted products have been found to contain as much as 87.5% moisture. This doesn't sound like much difference until the dry matter contents are compared. For example, a product with a guarantee of 87.5% moisture contains 12.5% dry matter, only half as much as a product with a 75% moisture guarantee (25% dry matter).""<br /><br />On top of the nutrition problems, Weruva is ripping you off on a cost basis (this is my comment, not the FDA's). Looking at the dry ingredients, Weruba is charging you about $2 per ounce ($1.60 per 0.825 oz dry ingredients in a 5.5 oz can).  The top premium cat foods charge about $1 per ounce of dry ingredients.  Avoderm is 80 cents per 1 oz dry weight.  Science Diet is less than 70 cents per oz dry weight.  So Weruva is nearly 3 times the cost for ingredients other than water comparing Science Diet.<br /><br />So if you have a lot of money to waste and don't mind your cats having dry hair and other skin problems from lack of essential fats in the diet, then go for Weruva.  Otherwise, wait until they drop their price and increase the fat content."
357577,B000VJRP0S,A20JD2WLFQNGKS,"Carolyn H. Piepmeier ""kelpiep""",0,0,5,1320105600,Harney & Sons Hot Cinnamon Spice Tea,"I had this tea at a friends house recently, and really enjoyed it.  I was delighted to find that it was available from Amazon, and immediately placed my order.  It came quickly, and was just as I'd hoped.  The tin keeps it very fresh, and I'm enjoying my delicious new tea - just in time for the holiday season!"
318109,B00474ALEU,A3HAL5098OSU6A,spindymindy,0,0,5,1318204800,If u are looking for amazing bottled water,I love this water; placebo effect or truth to the Ph...sorry im a skeptic...this stuff makes me feel fantastic!! If Im going to drink a bottle of water I turn to this brand of alkaline water. :D
44397,B0018OMTOM,A1BUDJ14QW5P2C,V. Dawson,4,4,1,1325894400,WARNING MADE IN CHINA!!!,"I am downgrading from a 5 star to a 1 star because they are made in CHINA. Treats from China have been associated with kidney and liver failure and rare cancers in dogs. Another series of dog deaths from treats from China has been released. There is no oversight. These treats may be OK but I will not take any chances. I am really irritated with Amazon and the vendor for not disclosing the source of the product. They say in the online description, ""read the label carefully"". In very small print the country of origin is disclosed. I do not knowingly feed my dogs anything from China.<br /><br />These are great treat. My dogs love them and they are no artificial stabilizers or fillers. However, at most other on line pet websites they are half the price. Usually Amazon is competitive in pricing but not on this line of products."
518351,B001FCFYU8,A2PVVYTGFPMM5H,"T. V. Wright ""Ducky Lady""",0,1,2,1287187200,Not great,"Very disappointed with the flavor, or lack therof.  Stash usually has dependable products, so this was a real letdown."
191230,B000LKVROW,A2LMTWX91QEQR0,GmaP,0,0,3,1301875200,Black Cherry Tea,"This was a big disappointment to me.  I truly adore the Strawberry Tea and the Peach Tea from St. Dalfour and figured I'd have the same reaction to the Black Cherry Tea.  Sorry I bought so much of it, and I'm going to donate it somewhere, probably the food bank."
325131,B0002DGRRA,A21F5EJGLBH2QL,G. Speciale,1,7,5,1189209600,pro treat,"You asked for my review of this purchase already, I said fast shipping and good product. Do not bother me with these reviews any more, if i have a problem i will let you know. I will stop using amozon in the future if you don't leave me alone."
359140,B0051SU8BC,A2D8K0GPVMMSER,"Yummycheetos25 ""LeLe""",0,0,4,1335398400,pretty good,This bbq pork jerky is pretty good it's moist and chewy. It's not dry at all. flavor is good not super salty like most jerkys.
561343,B001JU81ZG,A3A3OB3039WHXC,simon...,3,3,5,1294444800,Great for post-workout recovery.,"I play a lot of tennis in summer and do good amount of lifting when the weather gets colder. Turning 40 I started to notice that my recovery time gets longer, and I often still feel it the next day.  After doing some research on the Internet I decided to try protein + glutamine/creatine powder. (<a href=""http://www.amazon.com/gp/product/B001FA0XDI"">Optimum Nutrition Creatine Glutamine Taurine, Wild Berry, 1.32 Pound (Pack of 2)</a>) It really works. I drink 2 tea spoonful of each mixed with orange or mango (my favorite) juice after workout and always ready for more the next day.<br />It also ensures that I always have enough fiber in my diet.<br />I guess people complaining about taste of hemp protein tried mixing it with water - really bad idea. It's too grainy to stay suspended in water. Use thicker juice or milk."
133214,B0090X8IPM,A2GY5WCU9PKTMI,jennahw,0,0,3,1290902400,Not great for french press,"I typically drink my coffee as a latte (microwave a little skim milk, then use a frother), so the coffee is about 1/4 froth/milk. I also use a french press.<br /><br />The grind is a little fine for the french press - small pieces end up making it through the filter.<br /><br />The taste of the coffee is fine to me. The vanilla flavor is light. I don't love the coffee, but it's...OK. Not a ringing endorsement, but eh."
28236,B000V9PH4O,A1KDCAP54QTZKA,"Marcus Aurelius ""Marcus Aurelius""",0,0,4,1285372800,Quite good,"Quite good tea, never had white tea before, so it took some getting used to. Not my favorite, but its not bad either."
354400,B001VIY8BW,A36JDIN9RAAIEC,Jon,2,2,5,1292976000,"Great product, but trust your vet not the hype","I have two cats, one 6 and one 2 years old. Both are indoor cats in excellent health. I saw the negative review and talked to my vet about it. I've also asked a number of veterinary professionals what to feed my cats and they all answer the same thing: Science Diet. Sure, you'll see stories of how one person's cat had issues, but even if that's 100% true, it's 1 case out of millions. Science and fact aren't based on someone's experience.<br /><br />So my point is, I love my cats and I'm very concerned about their health. I trust people who actually have medical degrees and experience with a wide range of animals. My only caution is do not fall for some hype or scare tactic that recommends some unproven or untested food or some fad diet for your pet. Don't listen to me, don't listen to the negative review. ASK YOUR VET what they recommend, and follow their instructions. My guess is you'll end up buying the Science Diet anyhow."
267203,B002OFU7MK,A2TN9C5E4A0I3F,Jimmy,0,1,1,1335744000,"Dry, overly chewy and bland","Don't buy these from Amazon Warehouse like I did...total waste of money for these dry hunks of blandness.  I wouldn't know what they are like fresh, it wasn't sold to me that way...but at least my dog had dog chews.  Not sure why Amazon insists on selling worthless food rather than throw it away and risk ticking off customers and/or poisoning them.  I know they are closer to the expiration date buying it through the warehouse but seriously...THROW BAD FOOD AWAY AMAZON!  Sheesh."
36844,B004LQRQL0,A1E50L7PCVXLN4,"Colinda ""L.S.W.""",0,0,5,1325721600,So Yummy!,"I love Next Organic Dark Chocolate Nutes! They are not overly sweet or too hard to chew. The dark chocolate coating is tasty.<br /><br />Brazil nuts are nutritious. My physician says they are a good source of selenium.<br /><br />I wish these were less expensive, although then I might eat too many."
150821,B00146K7MU,A23OJZCP25VVIE,S. J. Arceneaux Jr.,0,0,5,1351209600,Licorice Pastels a Hit,Very delicious and enjoyed by many people.  These pastels do not melt and do not require special storage or handling.
304542,B000K2D5PK,A36R3I1E6172XG,T. Barresi,0,0,3,1263340800,Not that great of taste.,"It's ok, nothing special.<br /><br />Pro's<br />Good Price for 850 gum balls.<br /><br />Con's<br />Not sour enough.<br />Gum has no flavor when chewing.<br /><br />Will not buy again."
282492,B00292BM7C,ADLVKFOVVHK7R,"Rhonda Lawford ""dog lover""",1,1,4,1268179200,good treats,"While the treats were a little small for my three dogs, all over 70 lbs, they smell great and they loved them. Makes it easier to feed them something I know is good for them and can even break in half. I was a bit surprised at the smallness, however, I am willing to buy them again. This way when they get their treats, they think they are getting a whole lot :)"
73983,B004JRKEH4,A2PU5IDX61XJ7A,"Deborah Price ""Artlady""",0,0,5,1314748800,WONDERFUL!!,"I absolutely love this stuff!!!  It would be wonderful on just about anything - grilled chicken, hamburger patties, steak, burritos.  It has an amazing taste, not hot at all.  It's a little high in fat at 11g. per serving.  But, if you're doing low carb there's only 3g. per serving.  My only problem is the serving size - 2 TBS.  There's no way I can just eat 2 TBS!  That's like trying to eat just one chip!  Can't be done.  I hope this becomes available in larger sizes.  A bucket size would be wonderful!!!  This stuff is that good.  Buy it!"
550408,B001SAXPEO,A320QA9HJFUOZO,Zach Morris,7,9,5,1203984000,orgasmic,"Kettle Chips are the best potato chip God has ever invented.  I give the Lord thanks every day for delivering unto me such an incredulously delicious blend of ginger and spice, a veritable cornucopia of flavor.  I have actually changed my diet to a strict regiment of the Spicy Thai & Sea Salt and Vinegar flavors, alternating days. I have already lost 5 lbs, not to mention the myriad of other health benefits I have been experiencing. Get your life back - with Kettle Chips."
505374,B001PMDYXW,A1PTPE899WLMP7,S. Platt,2,2,5,1332028800,Super high quality for the ones you love,"Besides the fact that it's the only food my fussy bunch of four agree they like...there are other reasons why I love Newman's Own. Check the label.  The first, and most abundant ingredient is organic turkey.  In fact, ALL of the ingredients are organic.  When others pets were sadly dying from contaminated food connected to China, I could rest assured my cats were OK.  Again, check the label...Newman's Own meets the nutritional levels established by the AAFCO...a factor my vet cautioned me on when I went looking for a high quality food. Finally, I buy it because Paul & Nell Newman produce a great line of products.  If you want to treat yourself, pick up a package of Newman's Own Organic Cookies.  It doesn't matter if you go for the Newman O's or the Orange Chocolate Chip Cookies...they're all terrific."
84166,B000MDHHOC,A3PV15MLHZYSG7,Andy,2,2,5,1339545600,"Lightly smokey, not too salty - perfect for a sandwich","These sardines really stand out as the best national brand.  I like them because they are always found in perfect condition in the can, with their silvery skins sparkling, and heads and tails neatly trimmed away.  The flavor is delicate, lightly smokey and not too salty.  Though oilier than sardines packed in other sauces, rest assured that these contain pure olive oil and the natural fats of the fishes, which make them a good source of heart-healthy omega-3.  Drained of oil, they are roughly 150 calories per can.  The ingredients are simple:  Sardines, olive oil, and salt.<br /><br />How to eat them?<br /><br />Well, they are excellent right out of the can!  Most of the time, I decant them for draining and make an open-faced sandwich. They are very good on toasted Fisherman's Warf type sourdough bread, lightly spread with mayo, sweet pickle relish, and a dash or two of Tobasco.  The result is a nice midnight snack which never upsets the stomach.<br /><br />Finally, given the long shelf life, these cans of tiny fish would make a good addition to an emergency food supply.  At any given time, I've got a dozen or so (one case) stashed away, and I rotate them along with my other necessities."
536123,B003VXHGDM,AJS7THAS9CZ59,Mark,2,2,5,1290470400,One of the best K-cups,"We've tried many of the K-cups that are available, and this is in our top 3. We prefer a darker, bolder flavor, and this one hits the mark. At the same time it's quite smooth."
463804,B000Y8X0LE,A7XO74ZY2XHEK,YuKit,1,2,3,1309219200,Mixed feelings...,"I originally tried this product because the ""oil-free"" caught my eye.<br />Having an acne prone skin, I thought this moisturizer would be perfect!<br />But after using this product a few times I noticed a few things...<br />CONS:<br />  -This product doesn't sink into your skin but rather stays on top and leaves your skin feeling oily and greasy.<br />  -My acne continued to break out, even more! :(<br />PROS:<br />  -Made my skin feel softer :)<br />  -Very long lasting, don't let the 3oz fool you!<br /><br />OVERALL: I stopped using this product after using about 1/4 of it. But hey, everyone has a different type of skin.<br />  If you feel that this moisturizer might be the one for you, go on and try it!"
74867,B0026RQTGE,A3EL73G7QSB37F,Chris,0,0,5,1329350400,Greenies for dogs,"Molly and Cocoa, our cocker spaniels, said to tell you that they love these greenies and can't think of anything they would rather munch on.  They have sizes just right for them, are easy to chew and easy to digest.  The fact that they come in ""lite"" is a bonus as it helps us keep their calorie content down in the winter when they don't get as much exercise.  I would highly recommend greenies for a great treat that helps clean dog's teeth and eliminate bad breath."
507752,B000E46LXM,A1DZEBC50SIEVN,wendy,0,1,3,1302998400,organic beef jerky,"Our family loves beef jerky, and although the flavor is good, the texture was really tough and difficult to chew."
478158,B001O2IWVW,A3HAYIYQ8KW3YL,B. Seeley,3,4,5,1290816000,Soy organic formula by Earth's Best is the best.,"We have used soy formula for all of our three children, but chose to use organic soy for our third child.  We think the quality is great.  Our son had a lot of vomiting with milk based formula, and with regular soy he still spit up some, but with this organic soy he stopped completely.  He has no problems keeping the formula down, which is a relief to parents.  We use all of the products made by Earth's Best.  It great to know you are not putting all those chemicals in to your baby. Also, I would like to mention that if you use auto delivery through Amazon you get a discount, and you pay no shipping(they give you express shipping for free, so you get it within two days).  They also carry this formula at all Toy R Us, Babys R Us, and Whole Foods."
497176,B004E4EBMG,A23GS4UGLQBG2V,C. Boudreau,1,2,3,1327449600,Great tasting diet tea... sometimes,"When mixed perfectly, the MIO Mango Peach iced tea tastes like a diet version of Chili's Mango iced tea which I am a big fan of.<br /><br />The problem is that it is next to impossible to get a consistent strength. I try for 2 medium squirts for the right flavor, but there is no practical way to measure how much mix you are putting in your glass. It squirts out too hard to measure with a measuring spoon. So, some days it is too strong, and I end up dumping the whole thing. Other days, it starts too weak. Of course, adding more makes it too strong. Like Goldilocks, some days, it ends up just right, and it tastes great.<br /><br />The bottle says that it has 24 servings. I haven't been counting, but it seems like a lot more than 24."
466003,B002CJAOJY,A1S4VB4U30LVE4,bbeau,0,0,5,1334275200,Oberon approves,"Well, my cat seems to like this stuff... but he isn't really picky about his food. We get the special diet stuff to help him avoid urinary crystals, and he hasn't had any urinary issues since he's been eating this. I love the Subscribe & Save option for this! We just have a few different flavors on staggered shipping schedules to mix things up a bit, and it's the cheapest price around."
141668,B003GTR8IO,A2OJCTT5WLB2HR,"D. Hardaway ""dhardawa""",0,0,5,1298505600,I love Starbucks quality!,"This is an excellent coffee for drinkers like me who don't like an overwhelming vanilla flavor.  Some flavored coffees I have tried miss the mark and the additional flavoring covers up the coffee flavor.  This had just the right light vanilla flavor along with a nice, smooth coffee flavor.  If you are someone who likes a stronger flavor, this product might not be for you.  Personally, I really ejnoyed it and would recommend it."
491811,B000AY9SR2,A2L5XUKW1T3K55,Marie Porter,0,6,1,1329264000,Loma Linda Tender Bits,"Recieved my order quickly, unfortunately, Loma Linda Linketts were shipped instead of the Tender Bits. I was so in the mood, these are so wonderful fried w/ a little crisp around the edges."
436951,B001SAW8JC,A3I2DJG9FQ2HDQ,"Jo Ann Ward ""The Daily Vaccuumer""",0,0,5,1346112000,So far it's the best I've tried,We love peanut butter and pepper jelly sandwiches so we've tried various brands.  This one is by far the best we've tried.  I also mix it with Sriracha Hot Chili Sauce by Huy Fong for a sweet sour sauce.
188444,B002UT92L2,A3SVYWA9O1KUQV,"Alan ""Choklat Luvr""",0,1,5,1308787200,Best catfood ever.,"I originally bought this based on the recommendation of a Petsmart employee -- and was congratulated several times on my choice.  I haven't been able to find it anywhere near by, so very happy to be able to order it on Amazon!  I think this is the best catfood I've ever seen, high quality ingredients and not stuffed with fillers that aren't really good for cats.  My cat loves it and he can be a bit picky about his food.  He just wants to eat this stuff all the time!"
480663,B000NMCQ9S,AZ8IIL2A1N0YL,grommy,1,1,5,1320883200,luv um!,"I drive a school bus and like to get something for all 120 of my ""little darlins"" at Christmas...These suckers have been around since I was a child and I loved them! They are the same great suckers and havent' been cheapend through the years. I put cute little sucker covers I purchased at ""oriental trading"" They fit great look adorable and the kids love them. It's a cute way to say I thought about you w/out spending to much money! I spend less then a dollar a present! I get to eat the left overs!"
180568,B0031U9UZC,AU3E3UBN6PHZB,CincyChic,0,0,5,1295136000,Ella's Kitchen Organic Baby Food Strawberry and Apples,"My son loved this. He actually likes this more than any other baby fruit. This is also very convenient. If you do not use it all at one time, then you just put the cap back on and put it in the fridge. They also take up less space in the diaper bag, and you do not have to worry about the jar busting."
58300,B0028C7T7K,A173H3LC9S6YZ4,tremie2000,1,1,5,1294790400,Altoid Smalls,I cannot buy these locally. I have looked all over. I have found the peppermint and on occasion I can find the wintergreen but never the cinnamon. I was introduced to the cinnamon via a wedding favor. I was able to find them when visiting in NC but last few times there I could not find them. I prefer the cinnamon Altoid Smalls. They are great. The Peppermint are a little too strong and the wintergreen are ok.
469444,B000GG1O9E,AOUYT5F1WZDZK,Tumblewords,0,0,5,1259971200,Slowdown Time,"This delicately flavored herbal tea has become a favorite of mine. It's soothing, relaxing, warming and leads me to a restful night. Hard to find except at Amazon!<a href=""http://www.amazon.com/gp/product/B000GG1O9E"">Bigelow Chamomile Mango Herbal Tea, 20-Count Boxes (Pack of 6)</a>"
9645,B001LXYA5Q,A2PNCZT8WTWT3A,"Sybil Dorsett ""qvcnut""",2,8,1,1295222400,Pass on the HYPE...Save Yourself Some Bank!,"Not much to say, other than the product solicitation is all hype! I carefully followed the directions on the packaging of the ""mberry Miracle Fruit Tablets"" and the results were about as miraculous as one of those potato chips baring the face of Mary Magdelene! Sorry ""Believers of Miracles""... this is one that won't make ""The Tonight Show""!"
199631,B003WE8Q98,A1E1TX2SS7D6T0,sunshine3215,1,1,5,1328745600,Cheaper than the STORE and hard FLAVOR TO FIND,"In my area, you can not find this flavor.  I think this is a good price and I keep one in my purse, in the car, at work etc.  It is so convenient to purchase from amazon.  I am pleased with this product."
57468,B000O8UP76,A3HUHBH0O7C3TL,"Lelaine ""Leelaloos""",5,6,5,1266969600,"Yes, Great taste, TERRIBLE PRICE!","Santa Fe brand is being sold here (Amazon.com) at something like $1.88 a bag, but you have to buy 8 at a time. And they are eligible for free shipping if you buy the $25 minimum order from Amazon. I haven't tried the Santa Fe brand, but think it might be worth checking out. The Mexicali Rose is just too expensive to even consider, even though the taste is great. It's the next best thing to home cooked, BETTER than home cooked if you're a gringo."
139612,B001BCXTGS,A2PNOU7NXB1JE4,"Peggy ""pab920""",0,0,3,1229385600,"5 star for quality, but 2 for price","This is basically shredded white chicken in a seasoned gravy like broth. ALL 5 of my cats inhaled it and licked their bowls clean. It appears as human grade food. That said,and since it is not organic, it is more cost effective to buy a can of broth, add some seasoning and add a mashed can of chicken. I think the cost of this cat food for the convenience is not worth it-now if it were a 5-6 oz. can, then I probably would think it was a reasonable trade off. Just a note-the greatly higher amount of chicken you get in this flavor vs. the pot pie watery flavor is considerable."
19819,B00305AA0M,A2ACQOJB4IMK4,qdwood8,0,0,4,1334707200,kid LOVES these things!,"My baby is 7 months old and maybe wasn't as ready for these biscuits as I imagined. He's got 2 bottom teeth and is very able to get chunks off these biscuits! The pieces take a long time to dissolve/break down in his mouth, but he handles it better than I would expect and he can't wait to dive in for more. He has tasted a wide variety of foods and I've never seen him get so excited about any of them. He LOVES Belle's Blueberry teething biscuits - especially after they've been in the freezer for a bit. Even though I have to watch him closely, they're exactly the cure for little man's teething pains!"
457648,B003ZUNVOE,A1DHEPEFVI0OUK,Tamer,0,1,1,1339372800,Item not yet received,"Dear Sirs,<br /><br />I have not yet received this item!!!!!! I have placed the order back in April 2012 and till now, 12 June 2012 nothign has been received"
309450,B003V8QGAG,A218EGMCY396CG,happy kitty,0,0,5,1315094400,OMG YUM!!,"The BEST chips ever. EVER!! I ordered a box and they were sooo goood. I was hooked. Then I got my roommate hooked and I think she ordered the monthly one! They are crisp and have a great soft crunch. Nice and cheesy. Can become addicted, so be prepared to support this habit :)"
164718,B000GBOM0C,A2K5YW25I0SI9T,"Jennifer Adams ""doc rhetoric""",2,2,4,1234051200,"In Jan. 2009, the price of these nearly doubled ... why?","My dogs seem to like these treats, and the ingredient list suggests that there are only two ingredients - chicken and rice.  So, I have been purchasing these for a few years now, and both of my dogs like them (although the border collie has grown bored with them and will occassionaly reject them).  However, my concern is with the price of this product.  In Dec. 2008, I purchased this product (1 pound in a tub) for 10.99.  Now, in early february 2009, they have raised the priced to 18.55 - that has nearly doubled, so I won't be buying these unless the price drops back to somewhat reasonable."
47807,B002L96UVG,A1Q7A78VSQ5GQ4,"Nice Lady ""a reasonable person""",1,1,5,1304035200,"Have something really good! Wonderful cookies! They hit the spot! Great snack, Great gift!","These are wonderful little treats, elegantly packed. A treat has to be good, satisfying with 1 or 2 bites, and worth every calorie.  These certainly are!  Crispy, light and sweet-hope Amazon carries these always. The lime essence is in the powdered sugar, so be sure to enjoy that with the cookies.<br /><br />A collection of 6 nicely packed boxes  enables you to give a nice box to a deserving friend. And these certainly are appreciated!<br /><br />Note: freshness is not an issue."
552643,B002AQKY9Y,A36Y4XHEHNGZ7B,ArmyWife76,0,0,5,1312934400,My Husband is Happy...,My husband used to stop at Dunkin Donuts for a muffin in the morning.  He really likes these so now I make them for him so he can grab one on the way out the door.  He also takes them to work to share with his work colleagues.
59078,B002HQLY7S,AMQ3RAQ8K3GL1,"S. E. Scott ""sandie4jewels""",0,0,5,1287014400,Great Taste!,"The taste of Gloria Jean's Butter Toffee is so wonderful.  As soon as it begins to brew, you can smell it throughout the kitchen.  The taste is deep, rich, and sweet!"
414910,B005VOOLXM,A2YOSGV8YE3NJ8,Adam,0,4,2,1334793600,need a pod thing for instant coffee,"You need a pod maker capable of making this.  Maybe I'm a retard but I didn't know that based on the vine description.  Doesn't smell all that great.<br /><br />Honestly none of the instant coffees are any good, just get up 5 minutes earlier and make a pot of real coffee, hello."
248877,B000F70R9C,A3SO3TSQ1GLM6M,"Candice R. Lisle ""crlisle""",0,0,5,1350086400,spicy sweet,"Tastes as wonderful as it smells, cinnamony. I drink it every day at work. It is delightful. It is a very happy tea. Everyone who comes into my office exclaims about how wonderful it smells. Our janitor says I have the sweetest smelling trash after I toss the used tea bags."
